record_id,province,district,ds_division,safe_zone_id,safe_zone_name,camp_id,camp_name,latitude,longitude,population,children_count,elderly_count,food_available,water_available,medicine_available,sanitary_available,distance_from_distribution_center,camp_capacity,road_access_status,nearest_distribution_center,camp_priority,food_priority,water_priority,medicine_priority,sanitary_priority,human_error_flag,human_error_type,infants_count,pregnant_women_count,disabled_people_count,chronic_patients_count,last_distribution_hours,vehicle_capacity_total,camp_occupancy_ratio,vulnerable_ratio 
PF-RD-01848,Southern,Hambantota,Tissamaharama,SZ-0019,Tissamaharama Public Ground Safe Zone,CAMP-01848,Tissamaharama Relief Camp 1848,6.093403,81.082367,278,67,24,361.0,4855.0,38.0,95.0,2.2,502.0,Good,Hambantota GN Division Collection Hub,Low,Low,Low,Medium,Low,No,,17,10,14,17,23,688,0.5538,0.536
PF-RD-01849,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0062,Ratnapura Sports Complex Safe Zone,CAMP-01849,Ratnapura Relief Camp 1849,6.715113,80.354977,865,117,37,247.0,4305.0,172.0,357.0,10.4,970.0,Good,Ratnapura Army Relief Point,Medium,High,High,Low,High,No,,52,31,44,39,39,640,0.8918,0.3699
PF-RD-01850,Eastern,Ampara,Akkaraipattu,SZ-0038,Akkaraipattu Primary School Saef Zone,CAMP-01850,Akkaraipattu Relief Camp 1850,7.389796,81.675482,267,85,46,191.0,1434.0,61.0,20.0,17.6,404.0,Good,Ampara GN Division Collection Hub,High,Medium,High,High,High,Yes,text_spelling_error,17,10,14,25,42,598,0.6609,0.7378
PF-RD-01851,North Central,Anuradhapura,Medawachchiya,SZ-0049,Medawachchiya Central College Safe Zone,CAMP-01851,Medawachchiya Relief Camp 1851,8.389391,80.375186,1011,213,56,1006.0,18011.0,134.0,191.0,11.8,2059.0,Good,Anuradhapura Pradeshiya Sabha Stores,Low,Low,Low,Medium,High,No,,61,36,51,50,31,632,0.491,0.4619
PF-RD-01852,Southern,Matara,Deniyaya,SZ-0018,Deniyaya Cooperative Hall Safe Zone,CAMP-01852,Deniyaya Relief Camp 1852,5.871494,80.564221,95,15,17,89.0,297.0,9.0,30.0,3.8,156.0,Good,Matara Army Relief Point,Medium,Low,High,Medium,Medium,No,,6,4,5,9,32,678,0.609,0.5895
PF-RD-01853,Southern,Matara,Weligama,SZ-0016,Weligama Temple Hall Safe Zone,CAMP-01853,Weligama Relief Camp 1853,5.982745,80.637805,185,41,18,218.0,2851.0,24.0,78.0,4.4,324.0,Good,Matara Army Relief Point,Low,Low,Low,Medium,Low,No,,12,7,10,12,26,675,0.571,0.5405
PF-RD-01854,Northern,Vavuniya,Vavuniya South,SZ-0030,Vavuniya South Public Ground Safe Zone,CAMP-01854,Vavuniya South Relief Camp 1854,8.809389,80.454649,248,88,28,217.0,2620.0,12.0,77.0,32.9,350.0,Limited,Vavuniya GN Division Collection Hub,Medium,Low,Medium,High,Medium,No,,15,9,13,18,68,255,0.7086,0.6895
PF-RD-01855,Central,Nuwara Eliya,Kotmale,SZ-0047,Kotmale Community Hall Safe Zone,CAMP-01855,Kotmale Relief Camp 1855,6.934434,80.848036,347,114,47,318.0,2239.0,73.0,20.0,31.9,698.0,Limited,Nuwara Eliya Army Relief Point,High,Low,High,High,High,No,,21,13,18,27,68,257,0.4971,0.6916
PF-RD-01856,Western,Colombo,Homagama,SZ-0003,Homagama Sports Complex Safe Zone,CAMP-01856,Homagama Relief Camp 1856,6.941821,79.854048,598,117,124,568.0,7193.0,75.0,86.0,6.5,847.0,Limited,Colombo Pradeshiya Sabha Stores,Medium,Low,Medium,Medium,High,No,,36,21,30,62,48,332,0.706,0.6522
PF-RD-01857,North Central,Polonnaruwa,Medirigiriya,SZ-0052,Medirigiriya Cooperative Hall Safe Zone,CAMP-01857,Medirigiriya Relief Camp 1857,7.849422,81.061772,246,78,40,38.0,596.0,34.0,25.0,16.4,327.0,Blocked,Polonnaruwa DMC Coordination Centre,High,High,High,High,High,No,,15,9,13,22,87,130,0.7523,0.7195
PF-RD-01858,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0062,Ratnapura Sports Complex Safe Zone,CAMP-01858,Ratnapura Relief Camp 1858,6.703766,80.352393,522,107,84,565.0,4680.0,117.0,264.0,2.7,584.0,Good,Ratnapura Army Relief Point,Low,Low,Medium,Medium,Medium,No,,32,19,27,46,28,685,0.8938,0.6034
PF-RD-01859,Southern,Galle,Hikkaduwa,SZ-0013,Hikkaduwa Maha Vidyalaya Safe Zone,CAMP-01859,Hikkaduwa Relief Camp 1859,6.019807,80.266036,852,202,143,1077.0,10356.0,185.0,344.0,3.7,1118.0,Good,Galle DMC Coordination Centre,Medium,Low,Medium,Medium,High,No,,52,30,43,76,27,679,0.7621,0.6408
PF-RD-01860,Uva,Badulla,Badulla,SZ-0067,Badulla Training Centre Safe Zone,CAMP-01860,Badulla Relief Camp 1860,6.984906,81.082896,1095,150,156,1252.0,17255.0,235.0,203.0,6.2,1902.0,Good,Badulla GN Division Collection Hub,Low,Low,Low,Low,High,No,,66,39,55,88,27,664,0.5757,0.5059
PF-RD-01861,North Western,Kurunegala,Kurunegala,SZ-0057,Kurunegala Training Centre Safe Zone,CAMP-01861,Kurunegala Relief Camp 1861,7.511293,80.303754,54,15,8,28.0,956.0,8.0,10.0,9.7,85.0,Good,Kurunegala Army Relief Point,Low,Medium,Low,Medium,Medium,No,,4,2,3,5,33,644,0.6353,0.6852
PF-RD-01862,Southern,Galle,Hikkaduwa,SZ-0013,Hikkaduwa Maha Vidyalaya Safe Zone,CAMP-01862,Hikkaduwa Relief Camp 1862,6.062836,80.259583,188,45,6,144.0,1724.0,16.0,74.0,40.0,276.0,Limited,Galle DMC Coordination Centre,Medium,Medium,Medium,Medium,Low,No,,12,7,10,8,74,234,0.6812,0.4681
PF-RD-01863,Northern,Mannar,Musali,SZ-0026,Musali Primary School Safe Zone,CAMP-01863,Musali Relief Camp 1863,9.02829,79.81472,298,50,28,291.0,3990.0,17.0,153.0,17.2,552.0,Good,Mannar District Relief Warehouse,Low,Low,Low,High,Low,No,,18,11,15,19,37,600,0.5399,0.4732
PF-RD-01864,North Western,Puttalam,Anamaduwa,SZ-0059,Anamaduwa Cooperative Hall Safe Zone,CAMP-01864,Anamaduwa Relief Camp 1864,7.970097,79.862758,617,43,94,697.0,9347.0,57.0,251.0,4.0,774.0,Good,Puttalam GN Division Collection Hub,Low,Low,Low,Medium,Medium,No,,38,22,31,52,26,677,0.7972,0.4538
PF-RD-01865,Western,Colombo,Kolonnawa,SZ-0002,Kolonnawa Primary School Safe Zone,CAMP-01865,Kolonnawa Relief Camp 1865,6.867939,79.805869,478,120,54,171.0,1415.0,91.0,210.0,12.7,916.0,Good,Colombo District Relief Warehouse,Medium,High,High,Medium,Medium,No,,29,17,24,34,42,626,0.5218,0.5816
PF-RD-01866,Northern,Jaffna,Chavakachcheri,SZ-0021,Chavakachcheri Sports Complex Safe Zone,CAMP-01866,Chavakachcheri Relief Camp 1866,9.564939,79.981305,155,30,12,49.0,378.0,8.0,28.0,3.1,253.0,Good,Jaffna DMC Coordination Centre,Medium,High,High,High,Medium,No,,10,6,8,9,35,682,0.6126,0.4839
PF-RD-01867,Northern,Kilinochchi,Pachchilaipalli,SZ-0025,Pachchilaipalli Cooperative Hall Safe Zone,CAMP-01867,Pachchilaipalli Relief Camp 1867,9.37681,80.368054,582,176,49,711.0,4309.0,29.0,238.0,10.4,1019.0,Good,Kilinochchi District Secretariat Stores,Medium,Low,Medium,High,Medium,No,,35,21,30,35,33,640,0.5711,0.5945
PF-RD-01868,Eastern,Batticaloa,Kattankudy,SZ-0035,Kattankudy Community Hall Safe Zone,CAMP-01868,Kattankudy Relief Camp 1868,7.692238,81.756194,86,9,4,22.0,444.0,9.0,19.0,2.7,168.0,Good,Batticaloa Pradeshiya Sabha Stores,Medium,High,High,Medium,Medium,No,,6,4,5,4,34,685,0.5119,0.3721
PF-RD-01869,North Western,Kurunegala,Kurunegala,SZ-0055,Kurunegala Cooperative Hall Safe Zone,CAMP-01869,Kurunegala Relief Camp 1869,7.497064,80.349287,322,95,35,359.0,3370.0,46.0,52.0,7.0,451.0,Good,Kurunegala DMC Coordination Centre,Medium,Low,Medium,Medium,High,No,,20,12,17,22,30,660,0.714,0.6242
PF-RD-01870,North Central,Polonnaruwa,Lankapura,SZ-0053,Lankapura Community Hall Safe Zone,CAMP-01870,Lankapura Relief Camp 1870,7.927542,80.967655,972,273,39,758.0,9776.0,103.0,96.0,6.2,1927.0,Good,Polonnaruwa District Relief Warehouse,Medium,Medium,Medium,Medium,High,No,,59,35,49,43,31,664,0.5044,0.5123
PF-RD-01871,Western,Colombo,Kolonnawa,SZ-0001,Kolonnawa Cooperative Hall Safe Zone,CAMP-01871,Kolonnawa Relief Camp 1871,6.990103,79.82614,137,25,7,97.0,2208.0,20.0,25.0,4.7,296.0,Good,Colombo District Relief Warehouse,Low,Medium,Low,Low,Medium,No,,9,5,7,7,28,673,0.4628,0.438
PF-RD-01872,Eastern,Trincomalee,Kinniya,SZ-0039,Kinniya Divisional Secretariat Hall Safe Zone,CAMP-01872,Kinniya Relief Camp 1872,8.6405,81.280222,340,34,21,181.0,4544.0,36.0,102.0,3.3,687.0,Good,Trincomalee GN Division Collection Hub,Low,Medium,Low,Medium,Medium,No,,21,12,17,18,29,681,0.4949,0.3618
PF-RD-01873,Western,Gampaha,Wattala,SZ-0008,Wattala Cooperative Hall Safe Zone,CAMP-01873,Wattala Relief Camp 1873,7.078166,79.955308,558,155,89,434.0,8660.0,94.0,169.0,11.5,501.0,Good,Gampaha District Relief Warehouse,Medium,Medium,Low,High,Medium,No,,34,20,28,48,33,633,1.0,0.6703
PF-RD-01874,North Central,Anuradhapura,Medawachchiya,SZ-0049,Medawachchiya Central College Safe Zone,CAMP-01874,Medawachchiya Relief Camp 1874,8.38947,80.364243,66,13,4,66.0,303.0,14.0,15.0,3.9,61.0,Good,Anuradhapura Pradeshiya Sabha Stores,Medium,Low,High,Low,Medium,No,,4,3,4,4,31,678,1.0,0.4848
PF-RD-01875,Northern,Jaffna,Karainagar,SZ-0022,Karainagar Primary School Safe Zone,CAMP-01875,Karainagar Relief Camp 1875,9.672723,80.032807,308,85,15,322.0,939.0,31.0,72.0,5.3,548.0,Limited,Jaffna District Relief Warehouse,Medium,Low,High,Medium,Medium,No,,19,11,16,15,51,335,0.562,0.5227
PF-RD-01876,Eastern,Trincomalee,Kantale,SZ-0040,Kantale Training Centre Safe Zone,CAMP-01876,Kantale Relief Camp 1876,8.642225,81.179289,131,50,17,25.0,883.0,11.0,13.0,36.6,240.0,Blocked,Trincomalee DMC Coordination Centre,High,High,High,High,High,No,,8,5,7,10,100,105,0.5458,0.7405
PF-RD-01877,North Central,Polonnaruwa,Medirigiriya,SZ-0052,Medirigiriya Cooperative Hall Safe Zone,CAMP-01877,Medirigiriya Relief Camp 1877,7.852163,81.056374,163,43,7,94.0,1986.0,30.0,84.0,4.1,278.0,Good,Polonnaruwa DMC Coordination Centre,Medium,Medium,Medium,Medium,Low,No,,10,6,9,8,31,677,0.5863,0.5092
PF-RD-01878,Southern,Matara,Akuressa,SZ-0017,Akuressa Divisional Secretariat Hall Safe Zone,CAMP-01878,Akuressa Relief Camp 1878,5.960759,80.54035,646,147,62,394.0,1946.0,102.0,229.0,6.9,902.0,Good,Matara District Relief Warehouse,Medium,Medium,High,Medium,Medium,No,,39,23,33,42,36,660,0.7162,0.5356
PF-RD-01879,North Central,Polonnaruwa,Hingurakgoda,SZ-0054,Hingurakgoda Divisional Secretariat Hall Safe Zone,CAMP-01879,Hingurakgoda Relief Camp 1879,7.920725,80.991067,874,257,26,878.0,9079.0,47.0,254.0,4.3,1082.0,Good,Polonnaruwa DMC Coordination Centre,Medium,Low,Medium,High,High,No,,53,31,44,36,29,675,0.8078,0.5114
PF-RD-01880,Western,Colombo,Kolonnawa,SZ-0002,Kolonnawa Primary School Safe Zone,CAMP-01880,Kolonnawa Relief Camp 1880,6.851164,79.791917,853,203,120,544.0,12641.0,98.0,405.0,7.7,1817.0,Good,Colombo District Relief Warehouse,Medium,Medium,Low,Medium,High,No,,52,30,43,68,31,656,0.4695,0.6049
PF-RD-01881,Sabaragamuwa,Kegalle,Kegalle,SZ-0065,Kegalle Temple Hall Safe Zone,CAMP-01881,Kegalle Relief Camp 1881,7.315392,80.313042,125,26,17,42.0,566.0,21.0,45.0,2.1,225.0,Limited,Kegalle District Relief Warehouse,Medium,High,High,Medium,Low,No,,8,5,7,10,51,344,0.5556,0.584
PF-RD-01882,Western,Gampaha,Wattala,SZ-0006,Wattala Divisional Secretariat Hall Safe Zone,CAMP-01882,Wattala Relief Camp 1882,7.06128,79.992252,1070,250,131,671.0,8586.0,56.0,480.0,7.8,1834.0,Good,Gampaha DMC Coordination Centre,Medium,Medium,Medium,High,High,No,,65,38,54,78,34,655,0.5834,0.5757
PF-RD-01883,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0062,Ratnapura Sports Complex Safe Zone,CAMP-01883,Ratnapura Relief Camp 1883,6.703772,80.363599,416,80,53,402.0,5132.0,92.0,107.0,5.0,602.0,Good,Ratnapura Army Relief Point,Low,Low,Medium,Medium,Medium,No,,25,15,21,32,28,671,0.691,0.5433
PF-RD-01884,Southern,Matara,Deniyaya,SZ-0018,Deniyaya Cooperative Hall Safe Zone,CAMP-01884,Deniyaya Relief Camp 1884,5.875223,80.57057,264,85,29,163.0,1224.0,41.0,111.0,5.5,473.0,Limited,Matara Army Relief Point,Medium,Medium,High,High,Low,No,,16,10,14,19,52,334,0.5581,0.6553
PF-RD-01885,Western,Colombo,Kaduwela,SZ-0004,Kaduwela Divisional Secretariat Hall Safe Zone,CAMP-01885,Kaduwela Relief Camp 1885,6.882601,79.873944,805,199,133,379.0,13585.0,129.0,275.0,9.6,1347.0,Good,Colombo Army Relief Point,Medium,Medium,Low,Medium,High,No,,49,29,41,71,33,644,0.5976,0.6484
PF-RD-01886,Eastern,Batticaloa,Batticaloa,SZ-0033,Batticaloa Maha Vidyalaya Safe Zone,CAMP-01886,Batticaloa Relief Camp 1886,7.705656,81.679184,87,22,5,29.0,1055.0,20.0,44.0,8.2,143.0,Good,Batticaloa DMC Coordination Centre,Medium,High,Medium,Medium,Low,No,,6,4,5,5,35,653,0.6084,0.5402
PF-RD-01887,Western,Gampaha,Wattala,SZ-0007,Wattala Central College Safe Zone,CAMP-01887,Wattala Relief Camp 1887,7.097745,79.93416,739,155,28,412.0,9608.0,167.0,323.0,24.2,1430.0,Good,Gampaha GN Division Collection Hub,Low,Medium,Low,Low,High,No,,45,26,37,32,44,559,0.5168,0.4371
PF-RD-01888,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0062,Ratnapura Sports Complex Safe Zone,CAMP-01888,Ratnapura Relief Camp 1888,6.700363,80.352444,211,45,31,215.0,2908.0,11.0,34.0,1.6,364.0,Good,Ratnapura Army Relief Point,Medium,Low,Low,High,High,No,,13,8,11,18,25,691,0.5797,0.5972
PF-RD-01889,Sabaragamuwa,Ratnapura,Balangoda,SZ-0063,Balangoda Primary School Safe Zone,CAMP-01889,Balangoda Relief Camp 1889,6.752703,80.443087,554,185,117,301.0,6650.0,150.0,290.0,8.0,780.0,Good,Ratnapura District Secretariat Stores,Medium,Medium,Medium,High,Medium,No,,34,20,28,58,34,654,0.7103,0.7978
PF-RD-01890,Eastern,Ampara,Akkaraipattu,SZ-0037,Akkaraipattu Maha Vidyalaya Safe Zone,CAMP-01890,Akkaraipattu Relief Camp 1890,7.305787,81.641849,221,31,35,65.0,2611.0,24.0,90.0,10.6,330.0,Limited,Ampara District Secretariat Stores,Medium,High,Medium,Medium,Low,No,,14,8,12,19,55,320,0.6697,0.5385
PF-RD-01891,North Central,Polonnaruwa,Hingurakgoda,SZ-0054,Hingurakgoda Divisional Secretariat Hall Safe Zone,CAMP-01891,Hingurakgoda Relief Camp 1891,7.913242,80.992496,229,31,14,106.0,3686.0,15.0,16.0,4.3,443.0,Good,Polonnaruwa DMC Coordination Centre,Medium,Medium,Low,High,High,No,,14,9,12,12,30,675,0.5169,0.4017
PF-RD-01892,Western,Gampaha,Wattala,SZ-0008,Wattala Cooperative Hall Safe Zone,CAMP-01892,Wattala Relief Camp 1892,7.06416,79.932946,138,21,18,49.0,751.0,2.0,31.0,5.4,109.0,Blocked,Gampaha District Relief Warehouse,High,High,High,High,Medium,No,,9,5,7,11,78,144,1.0,0.5145
PF-RD-01893,North Central,Polonnaruwa,Medirigiriya,SZ-0052,Medirigiriya Cooperative Hall Safe Zone,CAMP-01893,Medirigiriya Relief Camp 1893,7.852946,81.050541,162,23,5,83.0,3134.0,9.0,61.0,2.1,230.0,Good,Polonnaruwa DMC Coordination Centre,Low,Medium,Low,High,Low,No,,10,6,9,7,26,688,0.7043,0.3704
PF-RD-01894,Eastern,Ampara,Pottuvil,SZ-0036,Pottuvil Sports Complex Safe Zone,CAMP-01894,Pottuvil Relief Camp 1894,7.296131,81.68272,376,49,35,272.0,1613.0,20.0,84.0,9.8,490.0,Good,Ampara DMC Coordination Centre,Medium,Medium,High,High,Medium,No,,23,14,19,24,37,643,0.7673,0.4362
PF-RD-01895,Western,Gampaha,Wattala,SZ-0008,Wattala Cooperative Hall Safe Zone,CAMP-01895,Wattala Relief Camp 1895,7.050821,79.950634,259,58,26,315.0,4736.0,30.0,112.0,10.1,351.0,Good,Gampaha District Relief Warehouse,Low,Low,Low,Medium,Low,No,,16,10,13,17,28,642,0.7379,0.5405
PF-RD-01896,Western,Kalutara,Horana,SZ-0010,Horana Sports Complex Safe Zone,CAMP-01896,Horana Relief Camp 1896,6.507468,80.050011,222,66,30,150.0,875.0,32.0,72.0,8.1,249.0,Good,Kalutara GN Division Collection Hub,Medium,Medium,High,High,Medium,No,,14,8,12,18,36,653,0.8916,0.6667
PF-RD-01897,Eastern,Ampara,Pottuvil,SZ-0036,Pottuvil Sports Complex Safe Zone,CAMP-01897,Pottuvil Relief Camp 1897,7.297948,81.679719,749,148,105,748.0,9353.0,108.0,124.0,17.5,1585.0,Limited,Ampara DMC Coordination Centre,Medium,Low,Medium,Medium,High,No,,45,27,38,60,55,299,0.4726,0.5648
PF-RD-01898,Eastern,Trincomalee,Kantale,SZ-0040,Kantale Training Centre Safe Zone,CAMP-01898,Kantale Relief Camp 1898,8.639923,81.171781,534,154,61,559.0,6928.0,67.0,226.0,6.2,1024.0,Good,Trincomalee DMC Coordination Centre,Low,Low,Low,Medium,Medium,No,,33,19,27,38,29,664,0.5215,0.6217
PF-RD-01899,Central,Matale,Matale,SZ-0046,Matale Temple Hall Safe Zone,CAMP-01899,Matale Relief Camp 1899,7.479252,80.64137,355,96,41,92.0,5544.0,72.0,132.0,8.2,524.0,Limitd,Matale District Relief Warehouse,Medium,High,Low,Medium,Medium,Yes,road_status_typo,22,13,18,25,34,653,0.6775,0.6056
PF-RD-01900,North Western,Puttalam,Chilaw,SZ-0060,Chilaw Maha Vidyalaya Safe Zone,CAMP-01900,Chilaw Relief Camp 1900,8.059899,79.823304,685,159,60,593.0,8821.0,26.0,130.0,8.5,642.0,Limited,Puttalam DMC Coordination Centre,Medium,Low,Low,High,Medium,No,,42,24,35,42,50,326,1.0,0.5285
PF-RD-01901,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0061,Ratnapura Sports Complex Safe Zone,CAMP-01901,Ratnapura Relief Camp 1901,6.61844,80.349291,36,6,6,8.0,627.0,5.0,18.0,13.8,69.0,Good,Ratnapura Army Relief Point,Medium,High,Low,Medium,Low,No,,3,2,2,4,38,620,0.5217,0.6389
PF-RD-01902,Central,Matale,Matale,SZ-0046,Matale Temple Hall Safe Zone,CAMP-01902,Matale Relief Camp 1902,7.457851,80.657135,717,228,71,446.0,9315.0,105.0,154.0,7.0,1145.0,Limited,Matale District Relief Warehouse,Medium,Medium,Low,Medium,High,No,,44,26,36,47,50,330,0.6262,0.6304
PF-RD-01903,Western,Gampaha,Wattala,SZ-0007,Wattala Central College Safe Zone,CAMP-01903,Wattala Relief Camp 1903,7.110083,79.939948,324,53,39,170.0,4009.0,62.0,91.0,9.1,606.0,Good,Gampaha GN Division Collection Hub,Low,Medium,Medium,Low,Medium,No,,20,12,17,24,34,647,0.5347,0.5093
PF-RD-01904,Eastern,Ampara,Akkaraipattu,SZ-0038,Akkaraipattu Primary School Safe Zone,CAMP-01904,Akkaraipattu Relief Camp 1904,7.404111,81.706269,795,185,82,328.0,5958.0,102.0,179.0,40.0,1334.0,Blocked,Ampara GN Division Collection Hub,High,High,Medium,Medium,High,No,,48,28,40,53,101,101,0.596,0.5484
PF-RD-01905,North Western,Puttalam,Chilaw,SZ-0060,Chilaw Maha Vidyalaya Safe Zone,CAMP-01905,Chilaw Relief Camp 1905,8.037869,79.813876,567,143,94,121.0,10396.0,68.0,187.0,1.6,799.0,Good,Puttalam DMC Coordination Centre,Medium,High,Low,Medium,Medium,No,,35,20,29,50,28,691,0.7096,0.6543
PF-RD-01906,North Central,Polonnaruwa,Hingurakgoda,SZ-0054,Hingurakgoda Divisional Secretariat Hall Safe Zone,CAMP-01906,Hingurakgoda Relief Camp 1906,7.906207,80.994779,213,58,21,190.0,3095.0,16.0,85.0,17.0,204.0,Limited,Polonnaruwa DMC Coordination Centre,Medium,Low,Low,High,Low,No,,13,8,11,14,55,301,1.0,0.5869
PF-RD-01907,Central,Nuwara Eliya,Walapane,SZ-0048,Walapane Maha Vidyalaya Safe Zone,CAMP-01907,Walapane Relief Camp 1907,6.93692,80.712071,647,141,43,763.0,8650.0,147.0,306.0,8.3,1264.0,Good,Nuwara Eliya GN Division Collection Hub,Low,Low,Low,Low,Medium,No,,39,23,33,35,30,652,0.5119,0.4853
PF-RD-01908,Western,Gampaha,Wattala,SZ-0008,Wattala Cooperative Hall Safe Zone,CAMP-01908,Wattala Relief Camp 1908,7.056191,79.946484,283,65,24,188.0,3302.0,65.0,39.0,7.3,233.0,Good,Gampaha District Relief Warehouse,Medium,Medium,Medium,Medium,High,No,,17,10,15,17,32,658,1.0,0.523
PF-RD-01909,Western,Colombo,Kolonnawa,SZ-0001,Kolonnawa Cooperative Hall Safe Zone,CAMP-01909,Kolonnawa Relief Camp 1909,6.99094,79.828169,62,13,3,40.0,726.0,4.0,6.0,2.8,130.0,Good,Colombo District Relief Warehouse,Medium,Medium,Medium,High,High,No,,4,3,4,3,29,684,0.4769,0.4839
PF-RD-01910,Southern,Galle,Elpitiya,SZ-0014,Elpitiya Public Ground Safe Zone,CAMP-01910,Elpitiya Relief Camp 1910,6.057707,80.101166,390,104,80,323.0,4444.0,14.0,92.0,8.0,737.0,Limited,Galle Pradeshiya Sabha Stores,Medium,Medium,Medium,High,Medium,No,,24,14,20,40,50,327,0.5292,0.7231
PF-RD-01911,Eastern,Batticaloa,Kattankudy,SZ-0035,Kattankudy Community Hall Safe Zone,CAMP-01911,Kattankudy Relief Camp 1911,7.687766,81.745497,458,102,64,282.0,7330.0,40.0,56.0,4.1,591.0,Limited,Batticaloa Pradeshiya Sabha Stores,Medium,Medium,Low,Medium,High,No,,28,17,23,37,47,339,0.775,0.5917
PF-RD-01912,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0062,Ratnapura Sports Complex Safe Zone,CAMP-01912,Ratnapura Relief Camp 1912,6.711254,80.362299,73,18,10,78.0,423.0,10.0,7.0,6.8,114.0,Good,Ratnapura Army Relief Point,Medium,Low,High,Medium,High,No,,5,3,4,6,32,661,0.6404,0.6301
PF-RD-01913,Eastern,Ampara,Akkaraipattu,SZ-0037,Akkaraipattu Maha Vidyalaya Safe Zone,CAMP-01913,Akkaraipattu Relief Camp 1913,7.312309,81.650728,526,110,64,144.0,3097.0,81.0,63.0,7.5,652.0,Limited,Ampara District Secretariat Stores,High,High,High,Medium,High,No,,32,19,27,39,55,329,0.8067,0.5532
PF-RD-01914,Western,Kalutara,Beruwala,SZ-0011,Beruwala Maha Vidyalaya Safe Zone,CAMP-01914,Beruwala Relief Camp 1914,6.656287,79.936032,482,101,47,273.0,9495.0,25.0,187.0,17.3,816.0,Good,Kalutara DMC Coordination Centre,Medium,Medium,Low,High,Medium,No,,29,17,25,31,37,600,0.5907,0.5187
PF-RD-01915,Southern,Hambantota,Tangalle,SZ-0020,Tangalle Public Ground Safe Zone,CAMP-01915,Tangalle Relief Camp 1915,6.235309,81.137902,159,11,19,84.0,1990.0,29.0,60.0,2.9,221.0,Good,Hambantota GN Division Collection Hub,Low,Medium,Medium,Low,Low,No,,10,6,8,12,30,684,0.7195,0.4151
PF-RD-01916,Southern,Galle,Elpitiya,SZ-0014,Elpitiya Public Ground Safe Zone,CAMP-01916,Elpitiya Relief Camp 1916,6.061858,80.160399,237,59,32,249.0,2622.0,44.0,66.0,18.3,271.0,Good,Galle Pradeshiya Sabha Stores,Medium,Low,Medium,Medium,Medium,No,,15,9,12,19,38,594,0.8745,0.616
PF-RD-01917,Western,Gampaha,Negombo,SZ-0005,Negombo Training Centre Safe Zone,CAMP-01917,Negombo Relief Camp 1917,7.138861,80.022811,168,37,31,175.0,816.0,27.0,23.0,8.7,347.0,Good,Gampaha District Secretariat Stores,Medium,Low,High,Medium,High,No,,11,6,9,16,34,650,0.4841,0.6548
PF-RD-01918,Western,Colombo,Kaduwela,SZ-0004,Kaduwela Divisional Secretariat Hall Safe Zone,CAMP-01918,Kaduwela Relief Camp 1918,6.884041,79.885723,87,20,11,72.0,1593.0,16.0,23.0,1.5,75.0,Good,Colombo Army Relief Point,Medium,Medium,Low,Medium,Medium,No,,6,4,5,7,25,692,1.0,0.6092
PF-RD-01919,Sabaragamuwa,Kegalle,Ruwanwella,SZ-0066,Ruwanwella Central College Safe Zone,CAMP-01919,Ruwanwella Relief Camp 1919,7.252135,80.286811,640,132,66,235.0,3662.0,77.0,119.0,3.0,596.0,Good,Kegalle District Secretariat Stores,Medium,High,High,Medium,Medium,No,,39,23,32,43,34,683,1.0,0.5234
PF-RD-01920,Southern,Matara,Deniyaya,SZ-0018,Deniyaya Cooperative Hall Safe Zone,CAMP-01920,Deniyaya Relief Camp 1920,5.835728,80.554932,306,88,53,151.0,1475.0,72.0,85.0,6.7,494.0,Good,Matara Army Relief Point,Medium,Medium,High,High,Medium,No,,19,11,16,28,36,661,0.6194,0.7026
PF-RD-01921,North Central,Polonnaruwa,Hingurakgoda,SZ-0054,Hingurakgoda Divisional Secretariat Hall Safe Zone,CAMP-01921,Hingurakgoda Relief Camp 1921,7.910376,81.004339,138,48,21,168.0,920.0,6.0,50.0,2.4,217.0,Good,Polonnaruwa DMC Coordination Centre,Medium,Low,High,High,Low,No,,9,5,7,12,28,686,0.6359,0.7391
PF-RD-01922,Western,Kalutara,Horana,SZ-0010,Horana Sports Complex Safe Zone,CAMP-01922,Horana Relief Camp 1922,6.497623,80.025166,224,68,20,277.0,1538.0,11.0,76.0,6.9,470.0,Good,Kalutara GN Division Collection Hub,Medium,Low,Medium,High,Medium,No,,14,8,12,14,31,660,0.4766,0.6071
PF-RD-01923,Western,Kalutara,Beruwala,SZ-0011,Beruwala Maha Vidyalaya Safe Zone,CAMP-01923,Beruwala Relief Camp 1923,6.666834,79.912053,239,74,18,206.0,3138.0,21.0,23.0,4.9,275.0,Good,Kalutara DMC Coordination Centre,Low,Low,Low,Medium,High,No,,15,9,12,14,29,672,0.8691,0.5941
PF-RD-01924,Sabaragamuwa,Kegalle,Ruwanwella,SZ-0064,Ruwanwella Public Ground Safe Zone,CAMP-01924,Ruwanwella Relief Camp 1924,7.22198,80.37288,405,92,44,210.0,4431.0,38.0,23.0,3.4,745.0,Blocked,Kegalle DMC Coordination Centre,Medium,Medium,Medium,Medium,High,No,,25,15,21,28,73,146,0.5436,0.5556
