record_id,province,district,ds_division,safe_zone_id,safe_zone_name,camp_id,camp_name,latitude,longitude,population,children_count,elderly_count,food_available,water_available,medicine_available,sanitary_available,distance_from_distribution_center,camp_capacity,road_access_status,nearest_distribution_center,camp_priority,food_priority,water_priority,medicine_priority,sanitary_priority,human_error_flag,human_error_type
PF-RD-01311,Central,Kandy,Peradeniya,SZ-0042,Peradeniya Training Centre Safe Zone,CAMP-01311,Peradeniya Relief Camp 1311,7.272972,80.609651,38,9,4,7,168,4,10,30.9,55,Limited,Kandy District Secretariat Stores,High,High,High,Medium,Medium,No,None
PF-RD-01312,Southern,Matara,Deniyaya,SZ-0018,Deniyaya Cooperative Hall Safe Zone,CAMP-01312,Deniyaya Relief Camp 1312,5.862871,80.564425,1175,212,167,874,13307,289,549,7.8,1432,Good,Matara Army Relief Point,Medium,Medium,Medium,Medium,High,No,None
PF-RD-01313,Western,Colombo,Homagama,SZ-0003,Homagama Sports Complex Safe Zone,CAMP-01313,Homagama Relief Camp 1313,6.942212,79.847991,34,7,3,14,369,1,7,3.7,57,Blocked,Colombo Pradeshiya Sabha Stores,High,High,Medium,High,Medium,No,None
PF-RD-01314,Northern,Vavuniya,Vavuniya South,SZ-0030,Vavuniya South Public Ground Safe Zone,CAMP-01314,Vavuniya South Relief Camp 1314,8.791961,80.443411,454,103,36,554,5417,62,63,11.4,524,Good,Vavuniya GN Division Collection Hub,Medium,Low,Medium,Medium,High,No,None
PF-RD-01315,Eastern,Batticaloa,Manmunai North,SZ-0034,Manmunai North Cooperative Hall Safe Zone,CAMP-01315,Manmunai North Relief Camp 1315,7.728579,81.726954,316,76,20,333,2678,34,42,17.6,564,Limited,Batticaloa District Secretariat Stores,Medium,Low,Medium,Medium,High,No,None
PF-RD-01316,Eastern,Ampara,Akkaraipattu,SZ-0037,Akkaraipattu Maha Vidyalaya Safe Zone,CAMP-01316,Akkaraipattu Relief Camp 1316,7.312895,81.652064,50,7,7,47,806,8,10,9.1,88,Limited,Ampara District Secretariat Stores,Low,Low,Low,Low,Medium,No,None
PF-RD-01317,Western,Kalutara,Horana,SZ-0010,Horana Sports Complex Safe Zone,CAMP-01317,Horana Relief Camp 1317,6.518248,80.015847,132,29,16,161,2342,28,49,3.4,222,Good,Kalutara GN Division Collection Hub,Low,Low,Low,Medium,Low,No,None
PF-RD-01318,Central,Kandy,Peradeniya,SZ-0042,Peradeniya Training Centre Safe Zone,CAMP-01318,Peradeniya Relief Camp 1318,7.272148,80.608408,190,35,34,235,510,33,39,5.9,278,Good,Kandy District Secretariat Stores,Medium,Low,High,Medium,Medium,No,None
PF-RD-01319,North Central,Polonnaruwa,Medirigiriya,SZ-0052,Medirigiriya Cooperative Hall Safe Zone,CAMP-01319,Medirigiriya Relief Camp 1319,7.847546,81.049979,463,76,62,428,6989,83,97,13.1,1003,Good,Polonnaruwa DMC Coordination Centre,Low,Low,Low,Low,Medium,No,None
PF-RD-01320,Western,Colombo,Homagama,SZ-0003,Homagama Sports Complex Safe Zone,CAMP-01320,Homagama Relief Camp 1320,6.938556,79.843444,101,11,6,104,604,9,31,4.4,159,Good,Colombo Pradeshiya Sabha Stores,Medium,Low,High,Medium,Medium,No,None
PF-RD-01321,Western,Kalutara,Horana,SZ-0010,Horana Sports Complex Safe Zone,CAMP-01321,Horana Relief Camp 1321,6.512434,80.028972,131,50,17,110,2137,6,41,9.8,139,Limited,Kalutara GN Division Collection Hub,Medium,Medium,Low,High,Medium,No,None
PF-RD-01322,Eastern,Ampara,Pottuvil,SZ-0036,Pottuvil Sports Complex Safe Zone,CAMP-01322,Pottuvil Relief Camp 1322,7.289169,81.683372,216,55,22,67,3900,48,57,22.4,379,Good,Ampara DMC Coordination Centre,Medium,High,Low,Medium,Medium,No,None
PF-RD-01323,Eastern,Ampara,Akkaraipattu,SZ-0038,Akkaraipattu Primary School Safe Zone,CAMP-01323,Akkaraipattu Relief Camp 1323,7.410208,81.700805,275,104,20,162,837,33,61,2.6,318,Good,Ampara GN Division Collection Hub,Medium,Medium,High,High,Medium,No,None
PF-RD-01324,Southern,Galle,Hikkaduwa,SZ-0013,Hikkaduwa Maha Vidyalaya Safe Zone,CAMP-01324,Hikkaduwa Relief Camp 1324,6.036644,80.273254,588,60,73,508,8708,113,233,4.7,754,Good,Galle DMC Coordination Centre,Low,Low,Low,Low,Medium,No,None
PF-RD-01325,Northern,Vavuniya,Vavuniya South,SZ-0030,Vavuniya South Public Ground Safe Zone,CAMP-01325,Vavuniya South Relief Camp 1325,8.811421,80.47619,290,76,31,87,3599,51,150,15.6,459,Good,Vavuniya GN Division Collection Hub,Medium,High,Medium,Medium,Low,No,None
PF-RD-01326,Western,Kalutara,Bandaragama,SZ-0009,Bandaragama Sports Complex Safe Zone,CAMP-01326,Bandaragama Relief Camp 1326,6.55882,79.98647,403,70,51,331,2213,83,40,2.3,489,Good,Kalutara District Relief Warehouse,Medium,Medium,High,Medium,High,No,None
PF-RD-01327,Uva,Badulla,Mahiyanganaya,SZ-0068,Mahiyanganaya Divisional Secretariat Hall Safe Zone,CAMP-01327,Mahiyanganaya Relief Camp 1327,7.024479,80.975107,161,49,14,84,2979,18,21,4.0,230,Good,Badulla Army Relief Point,Medium,Medium,Low,Medium,High,No,None
PF-RD-01328,Uva,Moneragala,Siyambalanduwa,SZ-0069,Siyambalanduwa Public Ground Safe Zone,CAMP-01328,Siyambalanduwa Relief Camp 1328,6.777266,81.319272,52,7,5,51,554,11,7,14.6,86,Good,Moneragala Army Relief Point,Low,Low,Medium,Low,High,No,None
PF-RD-01329,Sabaragamuwa,Ratnapura,Balangoda,SZ-0063,Balangoda Primary School Safe Zone,CAMP-01329,Balangoda Relief Camp 1329,6.759341,80.431922,1144,288,114,536,16974,159,208,22.0,2246,Good,Ratnapura District Secretariat Stores,Medium,Medium,Low,Medium,High,No,None
PF-RD-01330,Uva,Badulla,Badulla,SZ-0067,Badulla Training Centre Safe Zone,CAMP-01330,Badulla Relief Camp 1330,6.960803,81.097258,155,41,22,159,541,7,81,12.9,193,Good,Badulla GN Division Collection Hub,Medium,Low,High,High,Low,No,None
PF-RD-01331,Eastern,Batticaloa,Kattankudy,SZ-0035,Kattankudy Community Hall Safe Zone,CAMP-01331,Kattankudy Relief Camp 1331,7.689125,81.757381,117,17,19,91,1094,20,39,17.3,182,Good,Batticaloa Pradeshiya Sabha Stores,Medium,Medium,Medium,Medium,Medium,No,None
PF-RD-01332,Western,Kalutara,Beruwala,SZ-0012,Beruwala Maha Vidyalaya Safe Zone,CAMP-01332,Beruwala Relief Camp 1332,6.658728,80.046444,317,68,10,288,4833,68,31,9.5,566,Good,Kalutara GN Division Collection Hub,Low,Low,Low,Low,High,No,None
PF-RD-01333,Eastern,Ampara,Akkaraipattu,SZ-0038,Akkaraipattu Primary School Safe Zone,CAMP-01333,Akkaraipattu Relief Camp 1333,7.396922,81.701176,615,158,54,232,8776,140,303,14.8,938,Good,Ampara GN Division Collection Hub,Medium,High,Low,Medium,Medium,No,None
PF-RD-01334,Northern,Jaffna,Chavakachcheri,SZ-0021,Chavakachcheri Sports Complex Safe Zone,CAMP-01334,Chavakachcheri Relief Camp 1334,9.56523,79.978179,1176,91,122,409,4411,133,182,9.2,2228,Blocked,Jaffna DMC Coordination Centre,High,High,High,Medium,High,No,None
PF-RD-01335,Eastern,Trincomalee,Kinniya,SZ-0041,Kinniya Cooperative Hall Safe Zone,CAMP-01335,Kinniya Relief Camp 1335,8.583683,81.268621,524,105,16,453,3493,20,96,36.3,895,Limited,Trincomalee District Secretariat Stores,Medium,Low,High,High,Medium,No,None
PF-RD-01336,Southern,Galle,Hikkaduwa,SZ-0013,Hikkaduwa Maha Vidyalaya Safe Zone,CAMP-01336,Hikkaduwa Relief Camp 1336,6.016319,80.269502,148,42,27,170,1229,20,49,3.6,222,Good,Galle DMC Coordination Centre,Medium,Low,Medium,High,Medium,No,None
PF-RD-01337,North Central,Polonnaruwa,Hingurakgoda,SZ-0054,Hingurakgoda Divisional Secretariat Hall Safe Zone,CAMP-01337,Hingurakgoda Relief Camp 1337,7.91571,80.994208,322,57,39,194,1383,32,157,7.9,698,Good,Polonnaruwa DMC Coordination Centre,Medium,Medium,High,Medium,Low,No,None
PF-RD-01338,Western,Kalutara,Bandaragama,SZ-0009,Bandaragama Sports Complex Safe Zone,CAMP-01338,Bandaragama Relief Camp 1338,6.595965,79.948548,485,107,63,232,9619,77,138,5.8,881,Good,Kalutara District Relief Warehouse,Low,Medium,Low,Medium,Medium,No,None
PF-RD-01339,Western,Colombo,Kolonnawa,SZ-0001,Kolonnawa Cooperative Hall Safe Zone,CAMP-01339,Kolonnawa Relief Camp 1339,6.990978,79.837703,386,71,32,419,1611,89,65,3.5,664,Good,Colombo District Relief Warehouse,Low,Low,High,Low,Medium,No,None
PF-RD-01340,Uva,Moneragala,Wellawaya,SZ-0070,Wellawaya Community Hall Safe Zone,CAMP-01340,Wellawaya Relief Camp 1340,6.87359,81.291579,131,19,21,155,1974,6,33,2.9,126,Good,Moneragala Pradeshiya Sabha Stores,Low,Low,Low,High,Medium,No,None
PF-RD-01341,Western,Colombo,Kaduwela,SZ-0004,Kaduwela Divisional Secretariat Hall Safe Zone,CAMP-01341,Kaduwela Relief Camp 1341,6.884176,79.868048,225,24,25,140,517,19,81,18.7,469,Limited,Colombo Army Relief Point,Medium,Medium,High,Medium,Low,No,None
PF-RD-01342,Western,Colombo,Homagama,SZ-0003,Homagama Sports Complex Safe Zone,CAMP-01342,Homagama Relief Camp 1342,6.92378,79.850572,451,105,56,231,8454,84,127,6.8,756,Good,Colombo Pradeshiya Sabha Stores,Low,Medium,Low,Medium,Medium,No,None
PF-RD-01343,North Western,Puttalam,Chilaw,SZ-0060,Chilaw Maha Vidyalaya Safe Zone,CAMP-01343,Chilaw Relief Camp 1343,8.035914,79.83507,273,100,40,55,2786,74,136,15.3,592,Good,Puttalam DMC Coordination Centre,Medium,High,Medium,High,Low,No,None
PF-RD-01344,Sabaragamuwa,Kegalle,Ruwanwella,SZ-0066,Ruwanwella Central College Safe Zone,CAMP-01344,Ruwanwella Relief Camp 1344,7.244078,80.283918,323,60,51,167,2491,66,88,3.8,522,Limited,Kegalle District Secretariat Stores,Medium,Medium,Medium,Medium,Medium,No,None
PF-RD-01345,Western,Colombo,Kolonnawa,SZ-0001,Kolonnawa Cooperative Hall Safe Zone,CAMP-01345,Kolonnawa Relief Camp 1345,6.983262,79.830667,471,151,43,419,4274,106,114,8.1,602,Good,Colombo District Relief Warehouse,Low,Low,Medium,Medium,Medium,No,None
PF-RD-01346,North Central,Anuradhapura,Thambuttegama,SZ-0050,Thambuttegama Training Centre Safe Zone,CAMP-01346,Thambuttegama Relief Camp 1346,8.286371,80.491786,329,50,35,361,5586,66,74,6.0,661,Good,Anuradhapura District Relief Warehouse,Low,Low,Low,Low,Medium,No,None
PF-RD-01347,Northern,Jaffna,Chavakachcheri,SZ-0021,Chavakachcheri Sports Complex Safe Zone,CAMP-01347,Chavakachcheri Relief Camp 1347,9.577502,79.972045,137,15,20,139,2717,19,10,6.6,257,Good,Jaffna DMC Coordination Centre,Low,Low,Low,Medium,High,No,None
PF-RD-01348,Western,Kalutara,Beruwala,SZ-0012,Beruwala Maha Vidyalaya Safe Zone,CAMP-01348,Beruwala Relief Camp 1348,6.679706,80.02805,383,63,20,89,7390,14,181,12.0,712,Good,Kalutara GN Division Collection Hub,Medium,High,Low,High,Medium,No,None
PF-RD-01349,Western,Gampaha,Wattala,SZ-0006,Wattala Divisional Secretariat Hall Safe Zone,CAMP-01349,Wattala Relief Camp 1349,7.057466,80.000469,155,34,26,86,488,37,14,14.5,315,Good,Gampaha DMC Coordination Centre,Medium,Medium,High,Medium,High,No,None
PF-RD-01350,Sabaragamuwa,Ratnapura,Balangoda,SZ-0063,Balangoda Primary School Safe Zone,CAMP-01350,Balangoda Relief Camp 1350,6.758794,80.431326,553,107,97,547,2270,53,128,13.8,618,Limited,Ratnapura District Secretariat Stores,Medium,Low,High,Medium,Medium,No,None
PF-RD-01351,Eastern,Ampara,Pottuvil,SZ-0036,Pottuvil Sports Complex Safe Zone,CAMP-01351,Pottuvil Relief Camp 1351,7.298505,81.679115,1022,207,211,803,18371,207,125,10.0,913,Good,Ampara DMC Coordination Centre,Medium,Medium,Low,Medium,High,No,None
PF-RD-01352,Sabaragamuwa,Ratnapura,Balangoda,SZ-0063,Balangoda Primary School Safe Zone,CAMP-01352,Balangoda Relief Camp 1352,6.760877,79.749822,1039,184,117,266,6018,151,240,4.6,1567,Limited,Ratnapura District Secretariat Stores,High,High,High,Medium,High,Yes,coordinate_typo
PF-RD-01353,North Central,Anuradhapura,Thambuttegama,SZ-0050,Thambuttegama Training Centre Safe Zone,CAMP-01353,Thambuttegama Relief Camp 1353,8.313658,80.495999,387,128,52,334,1514,17,133,8.5,305,Good,Anuradhapura District Relief Warehouse,Medium,Low,High,High,Medium,No,None
PF-RD-01354,Western,Colombo,Kaduwela,SZ-0004,Kaduwela Divisional Secretariat Hall Safe Zone,CAMP-01354,Kaduwela Relief Camp 1354,6.903745,79.863891,713,178,67,373,10347,54,301,2.7,1225,Good,Colombo Army Relief Point,Medium,Medium,Low,High,High,No,None
PF-RD-01355,Southern,Matara,Weligama,SZ-0016,Weligama Temple Hall Safe Zone,CAMP-01355,Weligama Relief Camp 1355,5.982863,80.651687,206,36,37,100,514,27,61,0.6,265,Good,Matara Army Relief Point,Medium,Medium,High,Medium,Medium,No,None
PF-RD-01356,North Western,Puttalam,Chilaw,SZ-0060,Chilaw Maha Vidyalaya Safe Zone,CAMP-01356,Chilaw Relief Camp 1356,8.02979,79.821,372,87,28,213,2636,47,160,5.7,516,Good,Puttalam DMC Coordination Centre,Medium,Medium,Medium,Medium,Medium,No,None
PF-RD-01357,Southern,Galle,Elpitiya,SZ-0014,Elpitiya Public Ground Safe Zone,CAMP-01357,Elpitiya Relief Camp 1357,6.069226,80.117433,184,70,24,154,1290,47,56,4.3,296,Good,Galle Pradeshiya Sabha Stores,Medium,Medium,Medium,High,Medium,No,None
PF-RD-01358,Northern,Jaffna,Chavakachcheri,SZ-0021,Chavakachcheri Sports Complex Safe Zone,CAMP-01358,Chavakachcheri Relief Camp 1358,9.574479,79.974575,407,99,58,157,4503,51,56,4.2,786,Good,Jaffna DMC Coordination Centre,Medium,High,Medium,Medium,High,No,None
PF-RD-01359,Southern,Galle,Galle Four Gravets,SZ-0015,Galle Four Gravets Temple Hall Safe Zone,CAMP-01359,Galle Four Gravets Relief Camp 1359,6.047019,80.273576,462,114,51,118,6869,77,182,2.1,697,Good,Galle Army Relief Point,Medium,High,Low,Medium,Medium,No,None
PF-RD-01360,Eastern,Ampara,Akkaraipattu,SZ-0037,Akkaraipattu Maha Vidyalaya Safe Zone,CAMP-01360,Akkaraipattu Relief Camp 1360,7.309418,81.648417,113,20,12,137,2239,24,15,8.6,207,Good,Ampara District Secretariat Stores,Low,Low,Low,Low,High,No,None
PF-RD-01361,Eastern,Batticaloa,Batticaloa,SZ-0032,Batticaloa Training Centre Safe Zone,CAMP-01361,Batticaloa Relief Camp 1361,7.658023,81.73857,1021,151,67,926,18943,223,77,5.0,1815,Good,Batticaloa District Relief Warehouse,Low,Low,Low,Low,High,No,None
PF-RD-01362,Eastern,Ampara,Pottuvil,SZ-0036,Pottuvil Sports Complex Safe Zone,CAMP-01362,Pottuvil Relief Camp 1362,7.296002,81.678313,223,71,25,234,3132,45,27,22.7,235,Limited,Ampara DMC Coordination Centre,Medium,Low,Low,High,High,No,None
PF-RD-01363,Uva,Badulla,Badulla,SZ-0067,Badulla Training Centre Safe Zone,CAMP-01363,Badulla Relief Camp 1363,6.972734,81.062082,34,10,5,8,74,6,15,21.4,36,Limited,Badulla GN Division Collection Hub,High,High,High,High,Low,No,None
PF-RD-01364,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0062,Ratnapura Sports Complex Safe Zone,CAMP-01364,Ratnapura Relief Camp 1364,6.707186,80.363248,867,111,40,508,11308,130,86,5.5,1003,Good,Ratnapura Army Relief Point,Low,Medium,Low,Low,High,No,None
PF-RD-01365,Western,Gampaha,Wattala,SZ-0008,Wattala Cooperative Hall Safe Zone,CAMP-01365,Wattala Relief Camp 1365,7.04668,79.959186,732,129,87,443,10330,60,158,40.0,1191,Limited,Gampaha District Relief Warehouse,Medium,Medium,Low,Medium,High,No,None
PF-RD-01366,Western,Gampaha,Wattala,SZ-0006,Wattala Divisional Secretariat Hall Safe Zone,CAMP-01366,Wattala Relief Camp 1366,7.053594,80.000588,478,158,91,102,3450,64,43,6.2,528,Good,Gampaha DMC Coordination Centre,High,High,Medium,High,High,No,None
PF-RD-01367,North Central,Polonnaruwa,Hingurakgoda,SZ-0054,Hingurakgoda Divisional Secretariat Hall Safe Zone,CAMP-01367,Hingurakgoda Relief Camp 1367,7.907267,80.990922,394,97,40,250,5098,13,202,14.1,441,Good,Polonnaruwa DMC Coordination Centre,Medium,Medium,Low,High,Medium,No,None
PF-RD-01368,Eastern,Ampara,Pottuvil,SZ-0036,Pottuvil Sports Complex Safe Zone,CAMP-01368,Pottuvil Relief Camp 1368,7.299076,81.678297,91,31,5,111,1706,16,14,3.0,151,Good,Ampara DMC Coordination Centre,Low,Low,Low,Medium,High,No,None
PF-RD-01369,Central,Kandy,Akurana,SZ-0044,Akurana Central College Safe Zone,CAMP-01369,Akurana Relief Camp 1369,7.190152,80.693044,1052,216,165,1268,14964,43,495,9.4,1301,Good,Kandy GN Division Collection Hub,Medium,Low,Low,High,High,No,None
PF-RD-01370,Uva,Moneragala,Siyambalanduwa,SZ-0069,Siyambalanduwa Public Ground Safe Zone,CAMP-01370,Siyambalanduwa Relief Camp 1370,6.783311,81.330158,350,61,39,59,3401,58,21,18.3,488,Limited,Moneragala Army Relief Point,Medium,High,Medium,Low,High,No,None
PF-RD-01371,North Central,Anuradhapura,Thambuttegama,SZ-0050,Thambuttegama Training Centre Safe Zone,CAMP-01371,Thambuttegama Relief Camp 1371,8.294847,80.49437,188,68,24,181,945,42,90,5.3,357,Good,Anuradhapura District Relief Warehouse,Medium,Low,High,High,Low,No,None
PF-RD-01372,Sabaragamuwa,Kegalle,Ruwanwella,SZ-0066,Ruwanwella Central College Safe Zone,CAMP-01372,Ruwanwella Relief Camp 1372,7.249855,80.263307,487,140,68,577,2949,115,109,11.6,528,Good,Kegalle District Secretariat Stores,Medium,Low,High,Medium,Medium,No,None
PF-RD-01373,North Western,Puttalam,Puttalam,SZ-0058,Puttalam Training Centre Safe Zone,CAMP-01373,Puttalam Relief Camp 1373,8.057798,79.769248,670,43,79,742,6397,62,125,18.7,1017,Good,Puttalam GN Division Collection Hub,Low,Low,Medium,Medium,Medium,No,None
PF-RD-01374,Sabaragamuwa,Kegalle,Kegalle,SZ-0065,Kegalle Temple Hall Safe Zone,CAMP-01374,Kegalle Relief Camp 1374,7.310537,80.304627,107,16,10,69,1129,8,21,4.9,212,Good,Kegalle District Relief Warehouse,Medium,Medium,Medium,Medium,Medium,No,None
PF-RD-01375,Southern,Galle,Hikkaduwa,SZ-0013,Hikkaduwa Maha Vidyalaya Safe Zone,CAMP-01375,Hikkaduwa Relief Camp 1375,6.050366,80.276291,185,10,16,105,1952,15,20,40.0,165,Limited,Galle DMC Coordination Centre,Medium,Medium,Medium,Medium,High,No,None
PF-RD-01376,North Western,Kurunegala,Kurunegala,SZ-0055,Kurunegala Cooperative Hall Safe Zone,CAMP-01376,Kurunegala Relief Camp 1376,7.491542,80.339253,62,12,6,61,1033,9,20,3.9,130,Good,Kurunegala DMC Coordination Centre,Low,Low,Low,Medium,Medium,No,None
PF-RD-01377,Sabaragamuwa,Ratnapura,Ratnapura,SZ-0062,Ratnapura Sports Complex Safe Zone,CAMP-01377,Ratnapura Relief Camp 1377,6.698089,80.349548,588,214,81,206,7407,42,157,9.0,689,Good,Ratnapura Army Relief Point,Medium,High,Medium,High,Medium,No,None
PF-RD-01378,North Western,Puttalam,Anamaduwa,SZ-0059,Anamaduwa Cooperative Hall Safe Zone,CAMP-01378,Anamaduwa Relief Camp 1378,7.954349,79.86695,313,81,62,216,3152,80,142,9.6,632,Good,Puttalam GN Division Collection Hub,Medium,Medium,Medium,High,Low,No,None
PF-RD-01379,Northern,Mullaitivu,Manthai East,SZ-0028,Manthai East Maha Vidyalaya Safe Zone,CAMP-01379,Manthai East Relief Camp 1379,9.20838,80.749188,151,36,5,59,2592,10,12,4.5,298,Good,Mullaitivu GN Division Collection Hub,Medium,High,Low,High,High,No,None
PF-RD-01380,Western,Gampaha,Wattala,SZ-0006,Wattala Divisional Secretariat Hall Safe Zone,CAMP-01380,Wattala Relief Camp 1380,7.038942,80.00136,275,87,9,107,4046,65,80,12.7,427,Good,Gampaha DMC Coordination Centre,Medium,High,Low,Medium,Medium,No,None
PF-RD-01381,Central,Kandy,Teldeniya,SZ-0043,Teldeniya Maha Vidyalaya Safe Zone,CAMP-01381,Teldeniya Relief Camp 1381,7.259875,80.618488,421,120,41,228,2443,80,114,5.2,765,Good,Kandy Pradeshiya Sabha Stores,Medium,Medium,High,Medium,Medium,No,None
PF-RD-01382,North Western,Kurunegala,Kurunegala,SZ-0055,Kurunegala Cooperative Hall Safe Zone,CAMP-01382,Kurunegala Relief Camp 1382,7.476708,80.371385,394,88,52,312,4361,24,151,4.0,821,Good,Kurunegala DMC Coordination Centre,Medium,Medium,Medium,High,Medium,No,None
PF-RD-01383,North Western,Kurunegala,Kurunegala,SZ-0055,Kurunegala Cooperative Hall Safe Zone,CAMP-01383,Kurunegala Relief Camp 1383,7.503312,80.345813,653,149,86,407,11009,150,292,8.0,1359,Good,Kurunegala DMC Coordination Centre,Low,Medium,Low,Medium,Medium,No,None
PF-RD-01384,North Central,Polonnaruwa,Medirigiriya,SZ-0052,Medirigiriya Cooperative Hall Safe Zone,CAMP-01384,Medirigiriya Relief Camp 1384,7.853429,81.057174,274,71,68,105,3476,65,121,9.3,514,Good,Polonnaruwa DMC Coordination Centre,Medium,High,Medium,High,Low,No,None
PF-RD-01385,Eastern,Trincomalee,Kinniya,SZ-0039,Kinniya Divisional Secretariat Hall Safe Zone,CAMP-01385,Kinniya Relief Camp 1385,8.648019,81.273577,727,177,80,509,5522,26,179,5.4,670,Good,Trincomalee GN Division Collection Hub,Medium,Medium,Medium,High,High,No,None
PF-RD-01386,Western,Colombo,Homagama,SZ-0003,Homagama Sports Complex Safe Zone,CAMP-01386,Homagama Relief Camp 1386,6.948933,79.847538,728,196,80,543,2822,187,374,7.2,1579,Good,Colombo Pradeshiya Sabha Stores,Medium,Medium,High,Medium,High,No,None
PF-RD-01387,Western,Kalutara,Bandaragama,SZ-0009,Bandaragama Sports Complex Safe Zone,CAMP-01387,Bandaragama Relief Camp 1387,6.586074,79.981064,419,100,42,350,6211,20,161,22.0,532,Good,Kalutara District Relief Warehouse,Medium,Medium,Low,High,Medium,No,None
PF-RD-01388,Western,Gampaha,Wattala,SZ-0007,Wattala Central College Safe Zone,CAMP-01388,Wattala Relief Camp 1388,7.10275,79.950695,196,41,48,178,2443,25,55,5.5,355,Good,Gampaha GN Division Collection Hub,Medium,Low,Medium,High,Medium,No,None
PF-RD-01389,Southern,Galle,Elpitiya,SZ-0014,Elpitiya Public Ground Safe Zone,CAMP-01389,Elpitiya Relief Camp 1389,6.081279,80.122966,282,46,31,134,4551,44,93,13.1,558,Good,Galle Pradeshiya Sabha Stores,Low,Medium,Low,Low,Medium,No,None
PF-RD-01390,Southern,Hambantota,Tissamaharama,SZ-0019,Tissamaharama Public Ground Safe Zone,CAMP-01390,Tissamaharama Relief Camp 1390,6.089523,81.095313,390,114,59,217,3967,108,50,2.5,558,Good,Hambantota GN Division Collection Hub,Medium,Medium,Medium,High,High,No,None
PF-RD-01391,Southern,Galle,Galle Four Gravets,SZ-0015,Galle Four Gravets Temple Hall Safe Zone,CAMP-01391,Galle Four Gravets Relief Camp 1391,6.042772,80.286484,339,63,36,259,1970,79,104,4.2,402,Good,Galle Army Relief Point,Medium,Medium,High,Low,Medium,No,None
PF-RD-01392,Uva,Moneragala,Siyambalanduwa,SZ-0069,Siyambalanduwa Public Ground Safe Zone,CAMP-01392,Siyambalanduwa Relief Camp 1392,6.774947,81.327457,568,90,22,701,3503,96,213,12.3,993,Good,Moneragala Army Relief Point,Low,Low,High,Low,Medium,No,None
PF-RD-01393,North Western,Kurunegala,Kurunegala,SZ-0055,Kurunegala Cooperative Hall Safe Zone,CAMP-01393,Kurunegala Relief Camp 1393,7.47932,80.333071,302,68,18,158,1438,32,147,22.4,483,Good,Kurunegala DMC Coordination Centre,Medium,Medium,High,Medium,Low,No,None
PF-RD-01394,Southern,Galle,Hikkaduwa,SZ-0013,Hikkaduwa Maha Vidyalaya Safe Zone,CAMP-01394,Hikkaduwa Relief Camp 1394,6.055334,80.263339,247,68,36,283,577,54,99,30.0,524,Good,Galle DMC Coordination Centre,Medium,Low,High,Medium,Low,No,None
PF-RD-01395,Western,Kalutara,Beruwala,SZ-0011,Beruwala Maha Vidyalaya Safe Zone,CAMP-01395,Beruwala Relief Camp 1395,6.664505,79.916301,142,22,21,181,1911,13,10,10.5,288,Good,Kalutara DMC Coordination Centre,Low,Low,Low,Medium,High,No,None
PF-RD-01396,Eastern,Ampara,Akkaraipattu,SZ-0038,Akkaraipattu Primary School Safe Zone,CAMP-01396,Akkaraipattu Relief Camp 1396,7.392201,81.675518,1067,222,160,1033,15904,64,149,17.2,2173,Limited,Ampara GN Division Collection Hub,Medium,Low,Low,High,High,No,None
PF-RD-01397,Northern,Mannar,Nanaddan,SZ-0027,Nanaddan Sports Complex Safe Zone,CAMP-01397,Nanaddan Relief Camp 1397,8.989414,79.886681,656,136,99,743,4396,161,136,4.1,1113,Good,Mannar GN Division Collection Hub,Medium,Low,High,Medium,Medium,No,None
PF-RD-01398,Western,Colombo,Kaduwela,SZ-0004,Kaduwela Divisional Secretariat Hall Safe Zone,CAMP-01398,Kaduwela Relief Camp 1398,6.881749,79.866335,76,13,13,52,1445,16,13,6.5,82,Good,Colombo Army Relief Point,Low,Medium,Low,Medium,Medium,No,None
PF-RD-01399,Sabaragamuwa,Kegalle,Ruwanwella,SZ-0064,Ruwanwella Public Ground Safe Zone,CAMP-01399,Ruwanwella Relief Camp 1399,7.217986,80.384228,1147,335,99,1197,7785,144,368,4.5,1207,Good,Kegalle DMC Coordination Centre,Medium,Low,Medium,Medium,High,No,None
PF-RD-01400,Western,Gampaha,Wattala,SZ-0007,Wattala Central College Safe Zone,CAMP-01400,Wattala Relief Camp 1400,7.104599,79.94751,33,8,7,13,317,4,1,29.6,60,Blocked,Gampaha GN Division Collection Hub,High,High,Medium,High,High,No,None
PF-RD-01401,Western,Colombo,Homagama,SZ-0003,Homagama Sports Complex Safe Zone,CAMP-01401,Homagama Relief Camp 1401,6.948149,79.859008,813,95,29,350,7197,41,122,3.1,1240,Limited,Colombo Pradeshiya Sabha Stores,Medium,High,Medium,High,High,No,None
PF-RD-01402,Western,Kalutara,Beruwala,SZ-0011,Beruwala Maha Vidyalaya Safe Zone,CAMP-01402,Beruwala Relief Camp 1402,6.676493,79.912798,124,21,11,40,874,12,36,10.0,203,Good,Kalutara DMC Coordination Centre,Medium,High,Medium,Medium,Medium,No,None
PF-RD-01403,Eastern,Ampara,Pottuvil,SZ-0036,Pottuvil Sports Complex Safe Zone,CAMP-01403,Pottuvil Relief Camp 1403,7.299896,81.676938,482,122,46,237,1757,20,150,7.0,538,Limited,Ampara DMC Coordination Centre,High,Medium,High,High,Medium,No,None
